pair_id,team_low_id,team_high_id,team_low_code,team_high_code,team_low_name,team_high_name,direct_matches,competitive_matches,friendly_matches,neutral_matches,last_match_date,last_match_score,coverage_status,verification_status,is_group_stage_pair,group_stage_match_no,model_fallback,source_notes
aut-cuw,aut,cuw,AUT,CUW,奥地利,库拉索,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-cze,aut,cze,AUT,CZE,奥地利,捷克,5,2,3,0,2014-06-03T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-ecu,aut,ecu,AUT,ECU,奥地利,厄瓜多尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-egy,aut,egy,AUT,EGY,奥地利,埃及,3,0,3,0,1990-02-28T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-eng,aut,eng,AUT,ENG,奥地利,英格兰,19,3,16,1,2021-06-02T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-esp,aut,esp,AUT,ESP,奥地利,西班牙,16,7,9,1,2009-11-18T00:00:00Z,1-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-fra,aut,fra,AUT,FRA,奥地利,法国,26,11,15,3,2024-06-17T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-ger,aut,ger,AUT,GER,奥地利,德国,41,16,25,5,2023-11-21T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-gha,aut,gha,AUT,GHA,奥地利,加纳,2,0,2,0,2026-03-27T00:00:00Z,5-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-hai,aut,hai,AUT,HAI,奥地利,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-irn,aut,irn,AUT,IRN,奥地利,伊朗,1,0,1,0,2000-09-01T00:00:00Z,5-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-irq,aut,irq,AUT,IRQ,奥地利,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-jor,aut,jor,AUT,JOR,奥地利,约旦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,20,contextual_fallback,four_independent_sources_checked_no_record
aut-jpn,aut,jpn,AUT,JPN,奥地利,日本,1,0,1,0,2007-09-07T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-kor,aut,kor,AUT,KOR,奥地利,韩国,1,0,1,0,2026-03-31T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-ksa,aut,ksa,AUT,KSA,奥地利,沙特阿拉伯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-mar,aut,mar,AUT,MAR,奥地利,摩洛哥,1,1,0,1,1988-02-02T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-mex,aut,mex,AUT,MEX,奥地利,墨西哥,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-ned,aut,ned,AUT,NED,奥地利,荷兰,21,10,11,3,2024-06-25T00:00:00Z,2-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-nor,aut,nor,AUT,NOR,奥地利,挪威,14,9,5,1,2024-10-13T00:00:00Z,5-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-nzl,aut,nzl,AUT,NZL,奥地利,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-pan,aut,pan,AUT,PAN,奥地利,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-par,aut,par,AUT,PAR,奥地利,巴拉圭,1,0,1,0,2007-06-02T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-por,aut,por,AUT,POR,奥地利,葡萄牙,11,7,4,1,2016-06-18T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-qat,aut,qat,AUT,QAT,奥地利,卡塔尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-rsa,aut,rsa,AUT,RSA,奥地利,南非,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-sco,aut,sco,AUT,SCO,奥地利,苏格兰,23,9,14,1,2022-03-29T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-sen,aut,sen,AUT,SEN,奥地利,塞内加尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
aut-sui,aut,sui,AUT,SUI,奥地利,瑞士,43,14,29,1,2024-06-08T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-swe,aut,swe,AUT,SWE,奥地利,瑞典,38,16,22,3,2023-09-12T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-tun,aut,tun,AUT,TUN,奥地利,突尼斯,4,0,4,0,2007-11-21T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-tur,aut,tur,AUT,TUR,奥地利,土耳其,18,11,7,1,2024-07-02T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-uru,aut,uru,AUT,URU,奥地利,乌拉圭,4,1,3,1,2017-11-14T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-usa,aut,usa,AUT,USA,奥地利,美国,3,1,2,1,2013-11-19T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
aut-uzb,aut,uzb,AUT,UZB,奥地利,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-bih,bel,bih,BEL,BIH,比利时,波黑,8,8,0,0,2017-10-07T00:00:00Z,3-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-bra,bel,bra,BEL,BRA,比利时,巴西,5,2,3,2,2018-07-06T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-can,bel,can,BEL,CAN,比利时,加拿大,3,2,1,2,2022-11-23T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-civ,bel,civ,BEL,CIV,比利时,科特迪瓦,2,0,2,0,2020-10-08T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-cod,bel,cod,BEL,COD,比利时,刚果（金）,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-col,bel,col,BEL,COL,比利时,哥伦比亚,2,0,2,0,2013-11-14T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-cpv,bel,cpv,BEL,CPV,比利时,佛得角,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-cro,bel,cro,BEL,CRO,比利时,克罗地亚,9,7,2,1,2022-12-01T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-cuw,bel,cuw,BEL,CUW,比利时,库拉索,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-cze,bel,cze,BEL,CZE,比利时,捷克,9,4,5,0,2021-09-05T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-ecu,bel,ecu,BEL,ECU,比利时,厄瓜多尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-egy,bel,egy,BEL,EGY,比利时,埃及,4,0,4,1,2022-11-18T00:00:00Z,2-1,direct_history,verified_from_matches,1,16,direct_h2h,direct_history_from_matches
bel-eng,bel,eng,BEL,ENG,比利时,英格兰,27,8,19,6,2024-03-26T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-esp,bel,esp,BEL,ESP,比利时,西班牙,22,12,10,3,2016-09-01T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-fra,bel,fra,BEL,FRA,比利时,法国,78,18,60,6,2024-10-14T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-ger,bel,ger,BEL,GER,比利时,德国,26,8,18,3,2023-03-28T00:00:00Z,2-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-gha,bel,gha,BEL,GHA,比利时,加纳,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-hai,bel,hai,BEL,HAI,比利时,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-irn,bel,irn,BEL,IRN,比利时,伊朗,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,39,contextual_fallback,four_independent_sources_checked_no_record
bel-irq,bel,irq,BEL,IRQ,比利时,伊拉克,1,1,0,1,1986-06-08T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-jor,bel,jor,BEL,JOR,比利时,约旦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-jpn,bel,jpn,BEL,JPN,比利时,日本,6,4,2,1,2018-07-02T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-kor,bel,kor,BEL,KOR,比利时,韩国,4,3,1,3,2014-06-26T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-ksa,bel,ksa,BEL,KSA,比利时,沙特阿拉伯,3,1,2,2,2018-03-27T00:00:00Z,4-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-mar,bel,mar,BEL,MAR,比利时,摩洛哥,4,2,2,2,2022-11-27T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-mex,bel,mex,BEL,MEX,比利时,墨西哥,8,3,5,2,2026-03-31T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-ned,bel,ned,BEL,NED,比利时,荷兰,129,20,109,2,2022-09-25T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-nor,bel,nor,BEL,NOR,比利时,挪威,9,4,5,0,2016-06-05T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-nzl,bel,nzl,BEL,NZL,比利时,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,64,contextual_fallback,four_independent_sources_checked_no_record
bel-pan,bel,pan,BEL,PAN,比利时,巴拿马,1,1,0,1,2018-06-18T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-par,bel,par,BEL,PAR,比利时,巴拉圭,3,2,1,2,1998-06-06T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-por,bel,por,BEL,POR,比利时,葡萄牙,19,9,10,1,2021-06-27T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-qat,bel,qat,BEL,QAT,比利时,卡塔尔,1,0,1,1,2009-11-17T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-rsa,bel,rsa,BEL,RSA,比利时,南非,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-sco,bel,sco,BEL,SCO,比利时,苏格兰,20,14,6,0,2019-09-09T00:00:00Z,0-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-sen,bel,sen,BEL,SEN,比利时,塞内加尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bel-sui,bel,sui,BEL,SUI,比利时,瑞士,30,8,22,0,2020-11-11T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-swe,bel,swe,BEL,SWE,比利时,瑞典,17,9,8,2,2023-10-16T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-tun,bel,tun,BEL,TUN,比利时,突尼斯,4,2,2,2,2018-06-23T00:00:00Z,5-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-tur,bel,tur,BEL,TUR,比利时,土耳其,11,7,4,0,2011-06-03T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-uru,bel,uru,BEL,URU,比利时,乌拉圭,2,1,1,1,1990-06-17T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-usa,bel,usa,BEL,USA,比利时,美国,8,3,5,3,2026-03-28T00:00:00Z,2-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bel-uzb,bel,uzb,BEL,UZB,比利时,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-bra,bih,bra,BIH,BRA,波黑,巴西,2,0,2,1,2012-02-28T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-can,bih,can,BIH,CAN,波黑,加拿大,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,3,contextual_fallback,four_independent_sources_checked_no_record
bih-civ,bih,civ,BIH,CIV,波黑,科特迪瓦,1,0,1,1,2014-05-30T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-cod,bih,cod,BIH,COD,波黑,刚果（金）,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-col,bih,col,BIH,COL,波黑,哥伦比亚,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-cpv,bih,cpv,BIH,CPV,波黑,佛得角,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-cro,bih,cro,BIH,CRO,波黑,克罗地亚,4,2,2,1,2007-08-22T00:00:00Z,3-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-cuw,bih,cuw,BIH,CUW,波黑,库拉索,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-cze,bih,cze,BIH,CZE,波黑,捷克,2,2,0,0,1999-09-08T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-ecu,bih,ecu,BIH,ECU,波黑,厄瓜多尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-egy,bih,egy,BIH,EGY,波黑,埃及,1,0,1,1,2014-03-05T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-eng,bih,eng,BIH,ENG,波黑,英格兰,1,0,1,0,2024-06-03T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-esp,bih,esp,BIH,ESP,波黑,西班牙,8,6,2,1,2018-11-18T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-fra,bih,fra,BIH,FRA,波黑,法国,6,4,2,0,2021-09-01T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-ger,bih,ger,BIH,GER,波黑,德国,4,2,2,0,2024-11-16T00:00:00Z,7-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-gha,bih,gha,BIH,GHA,波黑,加纳,1,0,1,0,2010-03-03T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-hai,bih,hai,BIH,HAI,波黑,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-irn,bih,irn,BIH,IRN,波黑,伊朗,7,1,6,1,2020-11-12T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-irq,bih,irq,BIH,IRQ,波黑,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-jor,bih,jor,BIH,JOR,波黑,约旦,2,0,2,0,2000-03-15T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-jpn,bih,jpn,BIH,JPN,波黑,日本,3,1,2,1,2016-06-07T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-kor,bih,kor,BIH,KOR,波黑,韩国,2,0,2,0,2018-06-01T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-ksa,bih,ksa,BIH,KSA,波黑,沙特阿拉伯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-mar,bih,mar,BIH,MAR,波黑,摩洛哥,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-mex,bih,mex,BIH,MEX,波黑,墨西哥,4,0,4,4,2018-01-31T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-ned,bih,ned,BIH,NED,波黑,荷兰,4,4,0,0,2024-11-19T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-nor,bih,nor,BIH,NOR,波黑,挪威,4,4,0,0,2007-10-17T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-nzl,bih,nzl,BIH,NZL,波黑,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-pan,bih,pan,BIH,PAN,波黑,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-par,bih,par,BIH,PAR,波黑,巴拉圭,1,0,1,0,1996-04-21T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-por,bih,por,BIH,POR,波黑,葡萄牙,6,6,0,0,2023-10-16T00:00:00Z,0-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-qat,bih,qat,BIH,QAT,波黑,卡塔尔,2,0,2,0,2010-08-10T00:00:00Z,1-1,direct_history,verified_from_matches,1,52,direct_h2h,direct_history_from_matches
bih-rsa,bih,rsa,BIH,RSA,波黑,南非,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-sco,bih,sco,BIH,SCO,波黑,苏格兰,2,2,0,0,1999-10-05T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-sen,bih,sen,BIH,SEN,波黑,塞内加尔,1,0,1,1,2018-03-27T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-sui,bih,sui,BIH,SUI,波黑,瑞士,1,0,1,0,2016-03-29T00:00:00Z,0-2,direct_history,verified_from_matches,1,26,direct_h2h,direct_history_from_matches
bih-swe,bih,swe,BIH,SWE,波黑,瑞典,1,0,1,0,2010-05-29T00:00:00Z,4-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-tun,bih,tun,BIH,TUN,波黑,突尼斯,1,0,1,0,1997-11-05T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-tur,bih,tur,BIH,TUR,波黑,土耳其,6,4,2,0,2018-10-11T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-uru,bih,uru,BIH,URU,波黑,乌拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bih-usa,bih,usa,BIH,USA,波黑,美国,3,0,3,0,2021-12-18T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bih-uzb,bih,uzb,BIH,UZB,波黑,乌兹别克斯坦,2,1,1,1,2009-06-01T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-can,bra,can,BRA,CAN,巴西,加拿大,4,2,2,3,2008-05-31T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-civ,bra,civ,BRA,CIV,巴西,科特迪瓦,1,1,0,1,2010-06-20T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-cod,bra,cod,BRA,COD,巴西,刚果（金）,1,1,0,1,1974-06-22T00:00:00Z,0-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-col,bra,col,BRA,COL,巴西,哥伦比亚,38,30,8,13,2025-03-20T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-cpv,bra,cpv,BRA,CPV,巴西,佛得角,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bra-cro,bra,cro,BRA,CRO,巴西,克罗地亚,6,3,3,4,2026-03-31T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-cuw,bra,cuw,BRA,CUW,巴西,库拉索,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
bra-cze,bra,cze,BRA,CZE,巴西,捷克,2,1,1,1,2019-03-26T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-ecu,bra,ecu,BRA,ECU,巴西,厄瓜多尔,36,29,7,12,2025-06-05T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
bra-egy,bra,egy,BRA,EGY,巴西,埃及,6,1,5,5,2011-11-14T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
